1, Alimentos y Bebidas No Alcohólicas,,,,,,,,,,
1231103,Joyas,de,fantasía,,,,,,,,
1232,Otros,efectos,personales,,,,,,,,
12321,Otros,efectos,personales,,,,,,,,
1232101,Carteras,para,mujer,,,,,,,,
1232102,Mochilas,,,,,,,,,,
1232103,Lentes,de,sol,,,,,,,,
124,Protección,social,,,,,,,,,
1241,Protección,social,,,,,,,,,
12411,Protección,social,,,,,,,,,
1241101,Guardería,,,,,,,,,,
125,Seguros,,,,,,,,,,
1253,Seguro,relacionado,con,la,salud,,,,,,
12531,Seguro,relacionado,con,la,salud,,,,,,
1253101,Seguro,de,salud,,,,,,,,
1254,Seguro,relacionado,con,el,transporte,,,,,,
