,,,2020,,,,2021,,,,,,,,,,,,2022,,,,,,,,,,,,2023,,,,,,,,,,,,2024,,,,,,,,,,,2025,,,,,,,,,,,,2026,,,,,,,
,,Grupo,Subgrupo,Clase,Subclase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Artículo,Ponderación,Octubre,Noviembre,Diciembre,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre ,Diciembre ,Enero,Febrero ,Marzo,Abril ,Mayo,Junio,Julio,Agosto
101,101 Enseñanza Preescolar y Enseñanza Primaria,1.0685,96.64,96.64,96.64,96.64,96.64,96.64,96.64,96.64,96.64,96.64,97.27,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,102.02,107.39,107.39,107.39,107.39,107.39,107.39,107.39,107.39,107.39,107.39,107.39,111.29,115.93,115.93,115.93,115.93,115.93,115.93,115.93,115.93,115.93,115.93,115.93,119.83,124.54,124.54,124.54,124.54,124.54,124.54,124.54,124.54,124.54,124.54,124.54,129,133.2,133.2,133.2,133.2,133.2,133.2,133.2,133.2,133.2,133.2,133.2,139.01
1011,1011 Enseñanza preescolar y enseñanza primaria ,1.0685,96.64,96.64,96.64,96.64,96.64,96.64,96.64,96.64,96.64,96.64,97.27,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,102.02,107.39,107.39,107.39,107.39,107.39,107.39,107.39,107.39,107.39,107.39,107.39,111.29,115.93,115.93,115.93,115.93,115.93,115.93,115.93,115.93,115.93,115.93,115.93,119.83,124.54,124.54,124.54,124.54,124.54,124.54,124.54,124.54,124.54,124.54,124.54,129,133.2,133.2,133.2,133.2,133.2,133.2,133.2,133.2,133.2,133.2,133.2,139.01
10111,10111 Enseñanza preescolar,0.3046,97.56,97.56,97.56,97.56,97.56,97.56,97.56,97.56,97.56,97.56,98.21,100.58,100.58,100.58,100.58,100.58,100.58,100.58,100.58,100.58,100.58,100.58,103.52,109.35,109.35,109.35,109.35,109.35,109.35,109.35,109.35,109.35,109.35,109.35,113.26,118.34,118.34,118.34,118.34,118.34,118.34,118.34,118.34,118.34,118.34,118.34,122.74,127.6,127.6,127.6,127.6,127.6,127.6,127.6,127.6,127.6,127.6,127.6,132.01,136.23,136.23,136.23,136.23,136.23,136.23,136.23,136.23,136.23,136.23,136.23,142.09
1011101,1011101 Enseñanza preescolar,0.3046,97.56,97.56,97.56,97.56,97.56,97.56,97.56,97.56,97.56,97.56,98.21,100.58,100.58,100.58,100.58,100.58,100.58,100.58,100.58,100.58,100.58,100.58,103.52,109.35,109.35,109.35,109.35,109.35,109.35,109.35,109.35,109.35,109.35,109.35,113.26,118.34,118.34,118.34,118.34,118.34,118.34,118.34,118.34,118.34,118.34,118.34,122.74,127.6,127.6,127.6,127.6,127.6,127.6,127.6,127.6,127.6,127.6,127.6,132.01,136.23,136.23,136.23,136.23,136.23,136.23,136.23,136.23,136.23,136.23,136.23,142.09
10112,10112 Enseñanza primaria,0.7639,96.27,96.27,96.27,96.27,96.27,96.27,96.27,96.27,96.27,96.27,96.9,98.81,98.81,98.81,98.81,98.81,98.81,98.81,98.81,98.81,98.81,98.81,101.42,106.61,106.61,106.61,106.61,106.61,106.61,106.61,106.61,106.61,106.61,106.61,110.5,114.96,114.96,114.96,114.96,114.96,114.96,114.96,114.96,114.96,114.96,114.96,118.68,123.32,123.32,123.32,123.32,123.32,123.32,123.32,123.32,123.32,123.32,123.32,127.8,131.99,131.99,131.99,131.99,131.99,131.99,131.99,131.99,131.99,131.99,131.99,137.78
1011201,1011201 Enseñanza primaria,0.7639,96.27,96.27,96.27,96.27,96.27,96.27,96.27,96.27,96.27,96.27,96.9,98.81,98.81,98.81,98.81,98.81,98.81,98.81,98.81,98.81,98.81,98.81,101.42,106.61,106.61,106.61,106.61,106.61,106.61,106.61,106.61,106.61,106.61,106.61,110.5,114.96,114.96,114.96,114.96,114.96,114.96,114.96,114.96,114.96,114.96,114.96,118.68,123.32,123.32,123.32,123.32,123.32,123.32,123.32,123.32,123.32,123.32,123.32,127.8,131.99,131.99,131.99,131.99,131.99,131.99,131.99,131.99,131.99,131.99,131.99,137.78
102,102 Enseñanza Secundaria,0.4262,96.18,96.18,96.18,96.18,96.18,96.18,96.18,96.18,96.18,96.18,97.16,99.53,99.53,99.53,99.53,99.53,99.53,99.53,99.53,99.53,99.53,99.53,102.31,107.05,107.05,107.05,107.05,107.05,107.05,107.05,107.05,107.05,107.05,107.05,111.4,115.4,115.4,115.4,115.4,115.4,115.4,115.4,115.4,115.4,115.4,115.4,119.1,123.69,123.69,123.69,123.69,123.69,123.69,123.69,123.69,123.69,123.69,123.69,128.42,132.3,132.3,132.3,132.3,132.3,132.3,132.3,132.3,132.3,132.3,132.3,138.96
1021,1021 Enseñanza secundaria ,0.4262,96.18,96.18,96.18,96.18,96.18,96.18,96.18,96.18,96.18,96.18,97.16,99.53,99.53,99.53,99.53,99.53,99.53,99.53,99.53,99.53,99.53,99.53,102.31,107.05,107.05,107.05,107.05,107.05,107.05,107.05,107.05,107.05,107.05,107.05,111.4,115.4,115.4,115.4,115.4,115.4,115.4,115.4,115.4,115.4,115.4,115.4,119.1,123.69,123.69,123.69,123.69,123.69,123.69,123.69,123.69,123.69,123.69,123.69,128.42,132.3,132.3,132.3,132.3,132.3,132.3,132.3,132.3,132.3,132.3,132.3,138.96
10211,10211 Enseñanza secundaria,0.4262,96.18,96.18,96.18,96.18,96.18,96.18,96.18,96.18,96.18,96.18,97.16,99.53,99.53,99.53,99.53,99.53,99.53,99.53,99.53,99.53,99.53,99.53,102.31,107.05,107.05,107.05,107.05,107.05,107.05,107.05,107.05,107.05,107.05,107.05,111.4,115.4,115.4,115.4,115.4,115.4,115.4,115.4,115.4,115.4,115.4,115.4,119.1,123.69,123.69,123.69,123.69,123.69,123.69,123.69,123.69,123.69,123.69,123.69,128.42,132.3,132.3,132.3,132.3,132.3,132.3,132.3,132.3,132.3,132.3,132.3,138.96
1021101,1021101 Enseñanza secundaria,0.4262,96.18,96.18,96.18,96.18,96.18,96.18,96.18,96.18,96.18,96.18,97.16,99.53,99.53,99.53,99.53,99.53,99.53,99.53,99.53,99.53,99.53,99.53,102.31,107.05,107.05,107.05,107.05,107.05,107.05,107.05,107.05,107.05,107.05,107.05,111.4,115.4,115.4,115.4,115.4,115.4,115.4,115.4,115.4,115.4,115.4,115.4,119.1,123.69,123.69,123.69,123.69,123.69,123.69,123.69,123.69,123.69,123.69,123.69,128.42,132.3,132.3,132.3,132.3,132.3,132.3,132.3,132.3,132.3,132.3,132.3,138.96
104,104 Enseñanza Terciaria,1.3447,99.37,99.37,99.37,99.75,100.65,100.65,100.65,100.94,100.94,100.94,100.94,101.94,101.94,101.94,101.94,106.64,106.64,106.64,106.64,107.71,107.71,107.71,110.94,112.05,112.05,112.05,112.05,114.29,114.29,114.29,114.29,116.57,116.57,116.57,116.71,118.03,118.03,118.03,118.03,118.19,118.19,118.19,118.19,120.14,120.14,120.14,121.52,121.79,121.79,121.79,121.79,123,123,123,123,124.63,124.63,124.63,125.75,127.82,127.82,127.82,127.82,132.59,132.59,132.59,132.59,132.88,132.88,132.88,134.33
1041,1041 Enseñanza terciaria ,1.3447,99.37,99.37,99.37,99.75,100.65,100.65,100.65,100.94,100.94,100.94,100.94,101.94,101.94,101.94,101.94,106.64,106.64,106.64,106.64,107.71,107.71,107.71,110.94,112.05,112.05,112.05,112.05,114.29,114.29,114.29,114.29,116.57,116.57,116.57,116.71,118.03,118.03,118.03,118.03,118.19,118.19,118.19,118.19,120.14,120.14,120.14,121.52,121.79,121.79,121.79,121.79,123,123,123,123,124.63,124.63,124.63,125.75,127.82,127.82,127.82,127.82,132.59,132.59,132.59,132.59,132.88,132.88,132.88,134.33
10411,10411 Enseñanza universitaria,1.3447,99.37,99.37,99.37,99.75,100.65,100.65,100.65,100.94,100.94,100.94,100.94,101.94,101.94,101.94,101.94,106.64,106.64,106.64,106.64,107.71,107.71,107.71,110.94,112.05,112.05,112.05,112.05,114.29,114.29,114.29,114.29,116.57,116.57,116.57,116.71,118.03,118.03,118.03,118.03,118.19,118.19,118.19,118.19,120.14,120.14,120.14,121.52,121.79,121.79,121.79,121.79,123,123,123,123,124.63,124.63,124.63,125.75,127.82,127.82,127.82,127.82,132.59,132.59,132.59,132.59,132.88,132.88,132.88,134.33
1041101,1041101 Enseñanza universitaria,1.3447,99.37,99.37,99.37,99.75,100.65,100.65,100.65,100.94,100.94,100.94,100.94,101.94,101.94,101.94,101.94,106.64,106.64,106.64,106.64,107.71,107.71,107.71,110.94,112.05,112.05,112.05,112.05,114.29,114.29,114.29,114.29,116.57,116.57,116.57,116.71,118.03,118.03,118.03,118.03,118.19,118.19,118.19,118.19,120.14,120.14,120.14,121.52,121.79,121.79,121.79,121.79,123,123,123,123,124.63,124.63,124.63,125.75,127.82,127.82,127.82,127.82,132.59,132.59,132.59,132.59,132.88,132.88,132.88,134.33
105,105 Enseñanza no Atribuible a Ningún Nivel,0.2233,98.85,100.2,100.2,103.8,103.8,103.9,103.9,103.9,104.11,104.88,105.03,107.23,107.49,107.49,107.49,109.22,109.22,109.22,109.6,110.11,110.11,110.49,111.11,111.45,113.27,114.1,114.1,115.49,115.49,115.49,116.53,116.53,116.53,116.91,116.91,116.91,116.91,116.91,116.91,119.1,119.1,119.1,121.59,121.76,121.76,121.76,121.76,124.07,124.07,124.07,124.07,125.67,125.67,126.13,126.13,126.19,126.19,128.19,128.37,128.37,128.37,128.37,128.37,131.74,131.92,131.92,131.92,132,132,132.13,132.47
1051,1051 Enseñanza no atribuible a ningún nivel ,0.2233,98.85,100.2,100.2,103.8,103.8,103.9,103.9,103.9,104.11,104.88,105.03,107.23,107.49,107.49,107.49,109.22,109.22,109.22,109.6,110.11,110.11,110.49,111.11,111.45,113.27,114.1,114.1,115.49,115.49,115.49,116.53,116.53,116.53,116.91,116.91,116.91,116.91,116.91,116.91,119.1,119.1,119.1,121.59,121.76,121.76,121.76,121.76,124.07,124.07,124.07,124.07,125.67,125.67,126.13,126.13,126.19,126.19,128.19,128.37,128.37,128.37,128.37,128.37,131.74,131.92,131.92,131.92,132,132,132.13,132.47
10511,10511 Enseñanza no atribuible a ningún nivel,0.2233,98.85,100.2,100.2,103.8,103.8,103.9,103.9,103.9,104.11,104.88,105.03,107.23,107.49,107.49,107.49,109.22,109.22,109.22,109.6,110.11,110.11,110.49,111.11,111.45,113.27,114.1,114.1,115.49,115.49,115.49,116.53,116.53,116.53,116.91,116.91,116.91,116.91,116.91,116.91,119.1,119.1,119.1,121.59,121.76,121.76,121.76,121.76,124.07,124.07,124.07,124.07,125.67,125.67,126.13,126.13,126.19,126.19,128.19,128.37,128.37,128.37,128.37,128.37,131.74,131.92,131.92,131.92,132,132,132.13,132.47
1051101,1051101 Clases de idiomas,0.2233,98.85,100.2,100.2,103.8,103.8,103.9,103.9,103.9,104.11,104.88,105.03,107.23,107.49,107.49,107.49,109.22,109.22,109.22,109.6,110.11,110.11,110.49,111.11,111.45,113.27,114.1,114.1,115.49,115.49,115.49,116.53,116.53,116.53,116.91,116.91,116.91,116.91,116.91,116.91,119.1,119.1,119.1,121.59,121.76,121.76,121.76,121.76,124.07,124.07,124.07,124.07,125.67,125.67,126.13,126.13,126.19,126.19,128.19,128.37,128.37,128.37,128.37,128.37,131.74,131.92,131.92,131.92,132,132,132.13,132.47
11,11 Restaurantes y Hoteles,8.6166,102.21,102.71,103.21,104.14,104.92,105.52,106.07,106.68,107.63,108.42,109.84,110.84,111.71,112.36,113.41,114.29,115.05,116.15,117.42,118.33,119.51,120.82,121.43,122.04,122.6,123.23,124.16,125.66,126.74,127.25,127.91,128.42,129.16,129.84,130.14,130.81,131.27,132.2,133.01,134.04,134.67,135.46,135.97,136.41,137.08,137.69,138.22,138.94,139.39,139.96,140.69,141.69,142.34,142.92,143.26,143.88,144.33,144.95,145.78,146.67,147.62,148.38,149.87,151.57,152.71,153.51,154.26,154.89,155.92,156.76,157.38
111,111 Servicios de Suministro de Comidas por Contrato,8.5719,102.19,102.7,103.2,104.15,104.9,105.5,106.05,106.66,107.61,108.41,109.82,110.83,111.7,112.34,113.39,114.25,115.01,116.15,117.45,118.35,119.54,120.86,121.46,122.08,122.64,123.27,124.2,125.7,126.77,127.27,127.94,128.46,129.19,129.88,130.17,130.84,131.31,132.24,133.05,134.07,134.71,135.5,136.01,136.47,137.13,137.74,138.27,138.98,139.44,140.02,140.76,141.76,142.41,142.98,143.34,143.97,144.43,145.05,145.87,146.76,147.71,148.47,149.95,151.66,152.82,153.64,154.4,155.03,156.07,156.92,157.55
1111,"1111 Restaurantes, cafés y establecimientos similares ",8.5719,102.19,102.7,103.2,104.15,104.9,105.5,106.05,106.66,107.61,108.41,109.82,110.83,111.7,112.34,113.39,114.25,115.01,116.15,117.45,118.35,119.54,120.86,121.46,122.08,122.64,123.27,124.2,125.7,126.77,127.27,127.94,128.46,129.19,129.88,130.17,130.84,131.31,132.24,133.05,134.07,134.71,135.5,136.01,136.47,137.13,137.74,138.27,138.98,139.44,140.02,140.76,141.76,142.41,142.98,143.34,143.97,144.43,145.05,145.87,146.76,147.71,148.47,149.95,151.66,152.82,153.64,154.4,155.03,156.07,156.92,157.55
11111,11111 Servicio de comida fuera del hogar,7.8485,102.21,102.71,103.23,104.19,104.96,105.56,106.08,106.69,107.64,108.45,109.95,110.98,111.85,112.46,113.48,114.34,115.09,116.23,117.55,118.45,119.62,120.98,121.58,122.19,122.72,123.36,124.3,125.85,126.93,127.41,128.06,128.56,129.27,129.95,130.23,130.89,131.34,132.24,133.06,134.07,134.71,135.5,135.98,136.41,137.06,137.68,138.22,138.91,139.35,139.9,140.6,141.59,142.23,142.76,143.08,143.72,144.15,144.76,145.59,146.5,147.46,148.21,149.74,151.5,152.66,153.5,154.24,154.83,155.9,156.73,157.34
1111101,1111101 Plato del día,3.8985,101.75,102.09,102.43,103.15,104.02,104.61,105.2,105.87,106.76,107.5,108.75,109.71,110.55,111.14,112.16,112.9,113.62,114.88,116.3,117.37,118.63,119.86,120.38,120.99,121.47,122.06,122.78,124.07,125.05,125.53,126.18,126.75,127.63,128.47,128.77,129.47,129.99,130.67,131.54,132.63,133.42,134.32,134.81,135.21,135.92,136.66,137.26,137.87,138.33,138.95,139.54,140.5,141.07,141.73,142.19,142.8,143.22,143.94,144.95,145.92,146.98,147.62,148.98,150.49,151.81,152.74,153.45,154.2,155.37,156.21,156.84
1111102,1111102 Servicio de víveres con acompañamiento,1.4353,102.47,102.98,103.32,103.83,104.4,104.85,105.1,105.6,106.46,107.27,108.01,108.98,109.59,110.07,110.64,111.44,112.1,112.72,113.88,114.25,115.4,116.76,117.07,117.74,117.98,118.57,119.6,121.39,123.28,123.84,124.77,125.11,125.45,125.93,126.01,126.68,127.07,128.85,129.65,130.45,130.86,131.5,132.18,132.68,133.09,133.72,133.95,134.54,134.83,135.56,136.41,137.5,138.34,138.93,139.11,140.05,140.57,140.75,140.93,142.07,143.11,144.05,145.95,147.1,148.1,149.06,149.95,151.04,152.67,154.31,154.62
1111103,1111103 Servicio de pollo,1.0906,103.6,104.68,105.64,107.85,108.65,109.5,110.14,111,112.35,113.31,117.49,119.08,120.38,121.17,122.91,124.35,125.22,127.08,128.83,130.24,132.48,134.54,135.44,135.9,136.83,137.86,139.15,140.74,141.7,142.27,142.72,143.3,144.03,144.54,144.91,145.63,146.06,146.97,147.96,149.6,150.19,151.09,151.33,151.72,152.6,153.12,153.8,154.8,155.38,155.83,156.39,157.21,157.7,157.98,158.05,158.44,159.03,159.36,160.49,161.54,162.42,163.03,164.87,169.22,170.81,171.61,172.17,171.57,171.83,172.08,172.53
1111104,1111104 Sandwiches,0.4907,101.87,102.25,103.07,104.19,104.84,105.51,106.16,106.52,107.66,108.25,108.97,109.55,110.21,111.16,111.99,112.65,113.32,114.23,115.1,116.01,116.66,118.04,118.8,119.08,119.68,120.21,120.84,122.53,123.56,123.86,124.49,125.04,125.13,125.69,126.21,126.89,127.29,128.05,128.7,129.25,129.93,130.51,130.77,131.43,132.03,132.34,132.96,133.75,133.97,134.27,135.11,136.3,137.03,137.48,137.88,138.42,138.82,139.5,140.1,140.4,140.76,141.5,143.59,144.45,145.11,145.4,146.47,146.89,147.85,148.27,149.25
1111105,1111105 Pizza,0.3633,102.12,102.58,103.52,104.91,105.18,105.81,106.48,106.8,107.53,107.76,108.56,109.3,110.26,110.64,111.52,112.5,113.22,113.41,113.91,114.01,111.96,112.26,113.57,114.39,114.59,115.05,116.45,117.57,117.97,118.19,118.26,118.53,119.3,119.83,120.15,120.66,120.7,120.95,121.06,121.48,121.87,122.38,122.64,122.9,123.04,123.28,123.6,123.88,124.27,124.51,125.32,126.4,127,127.08,127.2,127.7,127.92,129.31,130.23,130.45,130.8,131.53,132.05,132.2,132.38,132.56,132.85,133.08,133.22,133.46,133.81
1111106,1111106 Empanadas,0.3181,102.41,103.16,104.16,105.33,106.56,107.26,108.32,108.93,109.96,111.17,112.01,113.51,114.55,115.1,116.52,117.34,118.8,120.35,121.69,122.61,123.59,125.67,126.48,127.49,128.58,129.22,131.14,134.88,135.4,135.91,136.74,137.29,138.38,139.03,139.23,139.51,140.16,140.96,141.45,141.55,141.6,142.14,143.01,143.4,144.37,144.69,145.1,146.65,147.18,147.48,148.66,149.68,150.66,150.99,151.19,152.27,152.38,153.4,154.17,155,156.55,158.66,160.13,162.31,162.73,163.6,164.72,165.7,167.36,168.08,169.72
1111107,1111107 Comida china,0.0603,102.71,103.12,103.45,104.53,105.24,105.57,106.17,106.64,107.59,108.51,110.99,111.33,111.95,112.93,113.61,113.9,114.34,115.29,116.73,117.62,119.1,120.97,121.24,121.34,121.65,122.37,123.19,125.11,125.68,126.16,126.62,126.95,128.39,128.92,129.4,130.11,130.68,131.45,132.54,133.96,135.31,135.8,136.53,136.95,137.37,137.45,138.37,138.48,138.7,138.97,139.43,140.03,140.72,141.55,141.72,142.3,142.35,143.15,144.11,144.6,145.05,145.36,146.98,148.67,150.01,150.98,151.6,151.84,152.37,152.68,153.03
1111108,1111108 Hamburguesas,0.0983,101.77,102.17,103.09,103.49,103.68,104.06,104.67,105.1,105.53,106.81,108.44,109.2,110.29,111.25,112.06,112.81,113.06,113.95,114.7,114.97,116.09,116.57,117.05,118.4,120.14,120.48,121.69,122.86,123.3,123.44,123.85,124.08,124.44,124.89,125.11,125.52,125.88,126.49,128.18,129.81,130.5,131.13,131.33,132.21,132.61,133.53,134.05,134.9,135.38,135.65,137.47,138.45,138.84,139.55,139.95,140.22,140.84,141.55,142.06,142.56,143.14,143.61,144.83,145.76,146.64,147.78,148.62,149.91,150.38,151.24,152.07
1111116,1111116 Postres,0.0619,100.72,101.42,102.12,102.76,103.13,103.25,103.73,103.88,103.99,104.52,104.97,106.08,106.33,106.67,107.11,107.54,107.68,107.84,108.04,108.04,108.89,109.53,110.27,110.53,111.16,111.24,111.68,114.31,114.45,114.8,115.01,115.43,115.84,115.9,116.01,116.23,116.41,116.79,117.18,117.69,117.9,118.24,118.67,118.97,119.63,120.78,121.8,122.61,123.09,123.48,124.99,125.49,126.03,126.19,126.39,126.59,126.95,127.58,127.97,128.33,129.12,129.2,129.86,130.31,130.67,130.93,131.48,132.13,132.62,133.23,133.66
1111117,1111117 Hot Dog,0.0314,106.37,106.37,106.37,107.88,107.88,107.88,98.85,98.85,98.85,107.88,109.1,110.41,111.1,112.17,113.06,114.05,114.86,115.53,116.71,116.77,117.48,117.6,119.2,120.83,121.1,121.67,122.58,122.82,123.72,123.96,124.76,125.34,125.54,127.45,127.77,128.45,129.03,129.39,129.4,130.37,131.33,132.71,133.41,134.25,134.6,136.23,137.01,138.13,139.15,139.46,140.22,142.66,143.08,143.08,143.54,143.59,143.62,143.95,145.18,145.77,146.96,147.1,148.68,151.11,154.98,155.78,156.06,156.47,158.02,158.02,160.01
11112,11112 Bebidas alcohólicas y no alcohólicas servidas,0.7234,102,102.54,102.92,103.63,104.31,104.9,105.79,106.28,107.26,107.93,108.47,109.21,110.12,111.06,112.3,113.32,114.25,115.28,116.42,117.27,118.62,119.52,120.17,120.82,121.67,122.27,123.04,124.16,125.04,125.79,126.62,127.33,128.3,129.12,129.58,130.31,130.9,132.17,132.97,134,134.71,135.48,136.4,137.09,137.87,138.38,138.8,139.75,140.52,141.32,142.44,143.58,144.36,145.39,146.17,146.74,147.37,148.11,148.85,149.54,150.41,151.28,152.2,153.4,154.46,155.18,156.13,157.19,157.96,158.92,159.83
1111201,1111201 Cerveza servida fuera del hogar,0.1174,102.04,102.45,102.81,103.47,104.19,104.66,105.32,105.92,108.18,109.75,111.2,113.02,114.84,116.89,119.17,120.64,121.4,122.31,123.36,123.93,124.95,126.13,126.72,127.38,127.93,128.45,129.33,130.67,131.13,131.91,132.56,132.99,133.49,134.28,134.95,135.8,136.04,137.27,137.94,138.69,139.33,139.97,141.03,141.44,142.32,142.65,142.94,144.48,145.75,146.44,147,147.7,148.06,148.49,148.67,149.15,149.75,150.37,151.07,151.87,152.69,153.39,153.91,154.5,155.22,155.74,156.31,156.7,157.21,157.73,158.49
1111202,1111202 Jugo servido fuera del hogar,0.4653,102.21,102.87,103.23,103.88,104.68,105.41,106.49,107.05,107.89,108.46,108.82,109.41,110.25,111.08,112.07,113.04,114.05,115.17,116.42,117.35,119,119.85,120.44,121.09,121.88,122.58,123.33,124.4,125.55,126.27,127.24,127.96,128.84,129.74,130.23,130.99,131.77,133.09,133.94,135.05,135.85,136.7,137.63,138.33,139.14,139.74,140.21,141.2,142.01,142.89,144.12,145.14,146.1,147.18,148.07,148.66,149.35,150.08,150.78,151.41,152.4,153.38,154.22,155.46,156.59,157.37,158.2,159.26,160.1,161.13,162.05
1111203,1111203 Batida de fruta con leche,0.0642,100.16,100.16,100.5,101.57,101.57,101.77,102.57,102.57,102.99,103.1,103.1,103.21,103.46,103.79,104.17,104.35,104.94,105.51,106.07,106.88,107.57,107.94,108.44,108.86,110,110.44,111.02,112.26,112.5,113.58,113.88,114.52,116.01,116.14,116.14,116.59,116.83,117.12,117.43,118.46,118.88,119.53,120.38,121.21,121.52,121.9,121.9,121.9,122.06,122.25,122.89,123.04,123.04,123.93,124.02,124.24,124.4,124.8,125.02,125.22,125.22,126.04,126.7,127.77,128.63,128.71,128.9,129.86,129.94,130.91,131.85
1111204,1111204 Gaseosa servida fuera del hogar,0.0323,102.95,103.25,103.6,104.45,105.01,105.61,105.84,106.3,106.65,107.31,108.5,109.21,109.95,110.73,111.64,112.53,113.22,113.88,114.51,114.89,115.46,116.46,118.12,119.4,120.52,121.3,121.86,122.44,123.13,123.64,123.94,124.36,125.06,125.73,126.36,126.74,127.2,127.78,128.24,128.6,129.07,129.6,130,130.42,131.15,131.92,132.35,132.96,132.95,133.25,133.84,134.42,134.77,135.12,135.29,135.97,136.26,137.07,137.79,138.01,138.73,139.34,140.47,141.87,142.4,142.98,143.63,144.88,145.93,147.27,148.42
1111205,1111205 Café servido fuera del hogar,0.0442,101.63,102.12,102.95,103.75,104.22,104.24,104.34,104.44,104.8,105.01,105.38,105.59,106.07,106.22,108.78,110.53,111.53,113.04,114.48,115.58,116.1,117.57,118.43,118.95,120.52,120.53,121.6,122.91,123.13,123.78,124.79,126.56,129.09,130.22,130.34,131.11,131.25,134.01,135.55,136.99,137.57,138.18,139.11,140.3,141.24,141.38,142.13,142.74,143.28,144.73,147.3,152.71,154.23,156.97,159.67,160.71,161.7,163.41,165.45,167.32,168.46,168.92,172.08,174.49,176.36,178.05,182.61,185.43,186.86,188.03,189.06
112,112 Servicios de Alojamiento,0.0447,105.76,105.67,105.42,104.11,107.74,109.73,110.12,111.18,111.21,111.21,112.86,112.95,114.06,114.78,118.99,121.32,121.75,115.94,110.81,113.42,113.82,114.7,115.83,115.7,116.74,115.45,116.98,117.38,120.53,122.3,122.3,121.99,123.65,123.44,124.04,123.74,124.51,124.51,124.98,128.29,128.04,127.13,127.35,126.13,128.16,128.37,129.9,130.26,129.71,128.39,128.34,129.22,130.15,131.5,127.72,126.43,125.87,126.85,128.55,130.2,130.57,131.98,133.44,134.01,131.59,128.27,127.57,127.89,127.07,127.04,125.12
1121,1121 Servicios de alojamiento ,0.0447,105.76,105.67,105.42,104.11,107.74,109.73,110.12,111.18,111.21,111.21,112.86,112.95,114.06,114.78,118.99,121.32,121.75,115.94,110.81,113.42,113.82,114.7,115.83,115.7,116.74,115.45,116.98,117.38,120.53,122.3,122.3,121.99,123.65,123.44,124.04,123.74,124.51,124.51,124.98,128.29,128.04,127.13,127.35,126.13,128.16,128.37,129.9,130.26,129.71,128.39,128.34,129.22,130.15,131.5,127.72,126.43,125.87,126.85,128.55,130.2,130.57,131.98,133.44,134.01,131.59,128.27,127.57,127.89,127.07,127.04,125.12
11211,11211 Servicios de alojamiento,0.0447,105.76,105.67,105.42,104.11,107.74,109.73,110.12,111.18,111.21,111.21,112.86,112.95,114.06,114.78,118.99,121.32,121.75,115.94,110.81,113.42,113.82,114.7,115.83,115.7,116.74,115.45,116.98,117.38,120.53,122.3,122.3,121.99,123.65,123.44,124.04,123.74,124.51,124.51,124.98,128.29,128.04,127.13,127.35,126.13,128.16,128.37,129.9,130.26,129.71,128.39,128.34,129.22,130.15,131.5,127.72,126.43,125.87,126.85,128.55,130.2,130.57,131.98,133.44,134.01,131.59,128.27,127.57,127.89,127.07,127.04,125.12
1121101,1121101 Servicio de alojamiento,0.0447,105.76,105.67,105.42,104.11,107.74,109.73,110.12,111.18,111.21,111.21,112.86,112.95,114.06,114.78,118.99,121.32,121.75,115.94,110.81,113.42,113.82,114.7,115.83,115.7,116.74,115.45,116.98,117.38,120.53,122.3,122.3,121.99,123.65,123.44,124.04,123.74,124.51,124.51,124.98,128.29,128.04,127.13,127.35,126.13,128.16,128.37,129.9,130.26,129.71,128.39,128.34,129.22,130.15,131.5,127.72,126.43,125.87,126.85,128.55,130.2,130.57,131.98,133.44,134.01,131.59,128.27,127.57,127.89,127.07,127.04,125.12
